size_sq_meters,bedrooms,bathrooms,price,property_type,district,amenities,price_per_sqm,amenity_count
118.2,4,1,3522.85,House,Dublin 8,None,29.8,0
126.4,1,2,2946.59,House,Dublin 8,Gym;Parking,23.31,2
63.8,3,2,2671.17,House,Dublin 8,Gym;Parking,41.87,2
51.3,1,2,4861.27,Studio,Dublin 2,Gym;Pool,94.76,2
120.1,4,1,3199.04,Apartment,Dublin 8,Parking;Garden,26.64,2
126.8,2,1,4426.41,Studio,Dublin 8,Gym;Pool,34.91,2
148.9,4,1,1385.69,Studio,Dublin 4,Gym;Pool,9.31,2
79.5,2,1,3190.67,Apartment,Dublin 6,Gym;Parking,40.13,2
74.6,2,2,4445.51,Apartment,Dublin 4,Gym;Pool,59.59,2
123.2,1,1,3249.04,Studio,Dublin 1,Gym;Pool,26.37,2
70.9,4,2,3815.66,Apartment,Dublin 2,Parking;Garden,53.82,2
141.7,3,2,2362.58,House,Dublin 2,Gym;Parking,16.67,2
133.0,4,2,1188.29,House,Dublin 6,None,8.93,0
81.5,4,2,2723.18,Studio,Dublin 8,Parking;Garden,33.41,2
120.1,3,1,2456.81,Studio,Dublin 4,Parking;Garden,20.46,2
120.5,1,1,4441.65,Apartment,Dublin 1,Parking;Garden,36.86,2
42.4,4,1,1824.78,Apartment,Dublin 4,Gym;Parking,43.04,2
138.3,4,1,4860.28,Studio,Dublin 8,Gym;Pool,35.14,2
90.6,2,1,4824.18,Studio,Dublin 8,None,53.25,0
129.2,4,2,1840.05,House,Dublin 3,Gym;Parking,14.24,2
68.4,3,1,2261.82,House,Dublin 4,Gym;Pool,33.07,2
137.5,2,1,4561.33,Apartment,Dublin 6,Parking;Garden,33.17,2
76.7,1,1,4859.81,House,Dublin 4,Gym;Parking,63.36,2
31.3,2,1,2662.44,Apartment,Dublin 2,Gym;Pool,85.06,2
138.6,3,2,2148.19,Apartment,Dublin 1,None,15.5,0
41.0,3,2,3009.59,Apartment,Dublin 6,None,73.4,0
68.3,2,2,3688.63,House,Dublin 3,Gym;Pool,54.01,2
144.0,1,2,1948.59,Studio,Dublin 1,Gym;Parking,13.53,2
144.1,2,2,3893.19,Studio,Dublin 1,Parking;Garden,27.02,2
98.8,1,1,1016.96,House,Dublin 2,Gym;Pool,10.29,2
105.8,2,2,1007.04,Studio,Dublin 2,Parking;Garden,9.52,2
83.8,3,2,2422.41,Apartment,Dublin 2,None,28.91,0
65.2,4,2,2284.59,Studio,Dublin 6,Gym;Pool,35.04,2
69.4,4,1,2125.66,House,Dublin 4,None,30.63,0
110.7,1,1,2862.28,Studio,Dublin 1,Parking;Garden,25.86,2
120.3,1,2,2147.08,Apartment,Dublin 4,Parking;Garden,17.85,2
125.0,1,1,1607.48,Apartment,Dublin 4,Gym;Pool,12.86,2
124.8,3,1,2099.77,House,Dublin 2,Gym;Pool,16.83,2
40.9,2,2,4894.6,House,Dublin 4,Gym;Pool,119.67,2
89.3,3,1,2526.68,House,Dublin 1,None,28.29,0
36.9,4,1,2667.79,Apartment,Dublin 1,Parking;Garden,72.3,2
95.9,1,1,3221.49,Studio,Dublin 8,Parking;Garden,33.59,2
83.0,2,2,4930.03,Studio,Dublin 3,None,59.4,0
136.5,4,2,1814.73,House,Dublin 6,Gym;Pool,13.29,2
72.1,4,2,3661.38,Studio,Dublin 4,Gym;Parking,50.78,2
44.0,4,1,3807.14,Studio,Dublin 6,Gym;Pool,86.53,2
47.2,3,2,3350.76,House,Dublin 6,Gym;Parking,70.99,2
121.4,1,1,1172.03,House,Dublin 6,Gym;Parking,9.65,2
104.2,4,1,3642.86,Apartment,Dublin 8,None,34.96,0
42.1,1,1,1069.2,Apartment,Dublin 6,Parking;Garden,25.4,2
40.1,3,2,3303.8,Apartment,Dublin 8,Parking;Garden,82.39,2
114.1,4,2,3906.24,Apartment,Dublin 1,Parking;Garden,34.24,2
38.7,3,2,1686.07,Studio,Dublin 4,Parking;Garden,43.57,2
128.6,3,2,4334.81,Studio,Dublin 8,None,33.71,0
114.7,1,1,927.49,Apartment,Dublin 3,Gym;Parking,8.09,2
39.8,4,2,4344.01,Apartment,Dublin 6,Parking;Garden,109.15,2
40.2,3,1,2733.38,House,Dublin 3,Gym;Parking,67.99,2
148.4,4,2,1713.87,Studio,Dublin 1,None,11.55,0
74.9,1,2,1361.87,Studio,Dublin 1,Gym;Pool,18.18,2
74.5,3,2,4803.89,Apartment,Dublin 2,None,64.48,0
127.5,1,1,1105.2,Studio,Dublin 6,Parking;Garden,8.67,2
143.7,4,1,1636.19,House,Dublin 2,Gym;Pool,11.39,2
148.3,4,1,2260.85,House,Dublin 3,None,15.25,0
120.4,1,1,3404.99,Studio,Dublin 4,None,28.28,0
75.2,2,1,3088.16,Apartment,Dublin 2,Gym;Parking,41.07,2
40.0,3,2,1327.7,Studio,Dublin 1,None,33.19,0
123.3,4,1,2016.86,House,Dublin 6,Gym;Pool,16.36,2
97.0,4,1,1802.76,Apartment,Dublin 3,None,18.59,0
80.9,3,1,1696.88,Studio,Dublin 8,Parking;Garden,20.98,2
138.8,1,1,2526.81,Apartment,Dublin 1,Gym;Parking,18.2,2
43.3,1,2,3756.93,Apartment,Dublin 8,Gym;Pool,86.77,2
89.1,1,1,1713.3,House,Dublin 4,Gym;Pool,19.23,2
31.4,2,2,2340.05,Apartment,Dublin 6,None,74.52,0
86.2,2,2,2441.85,Studio,Dublin 4,Parking;Garden,28.33,2
36.8,4,2,4901.12,Apartment,Dublin 4,Gym;Parking,133.18,2
44.3,1,1,4809.6,Apartment,Dublin 6,Gym;Pool,108.57,2
44.1,3,2,4160.58,Studio,Dublin 6,Gym;Parking,94.34,2
107.9,4,1,1814.97,House,Dublin 8,None,16.82,0
119.5,3,1,1085.76,House,Dublin 4,Parking;Garden,9.09,2
100.0,4,1,2131.0,Studio,Dublin 3,None,21.31,0
145.5,2,1,1920.54,Studio,Dublin 8,Gym;Parking,13.2,2
75.0,4,1,2924.89,House,Dublin 6,None,39.0,0
64.3,2,2,4066.46,Apartment,Dublin 1,Gym;Parking,63.24,2
134.2,4,2,4404.96,Studio,Dublin 8,Gym;Pool,32.82,2
56.8,1,1,4348.43,Apartment,Dublin 2,Gym;Pool,76.56,2
145.6,3,2,2310.64,Studio,Dublin 3,None,15.87,0
31.5,1,1,3686.38,House,Dublin 8,Gym;Pool,117.03,2
146.4,4,2,2113.9,Apartment,Dublin 6,Gym;Parking,14.44,2
35.2,4,2,1055.8,Apartment,Dublin 6,Gym;Pool,29.99,2
136.9,4,2,3746.57,Studio,Dublin 3,Parking;Garden,27.37,2
93.3,2,2,841.28,Apartment,Dublin 2,Parking;Garden,9.02,2
149.2,3,2,2518.57,Studio,Dublin 8,None,16.88,0
38.9,3,1,2183.39,House,Dublin 8,None,56.13,0
96.5,4,1,3712.19,Apartment,Dublin 4,None,38.47,0
146.3,4,2,4018.23,Studio,Dublin 1,None,27.47,0
92.8,2,1,2077.2,Apartment,Dublin 6,Gym;Parking,22.38,2
105.5,1,2,4208.83,Studio,Dublin 8,Gym;Parking,39.89,2
113.5,1,1,2034.45,Studio,Dublin 8,Parking;Garden,17.92,2
84.5,3,2,2674.57,Studio,Dublin 8,Gym;Parking,31.65,2
105.3,2,2,3853.48,House,Dublin 2,Gym;Pool,36.6,2
100.1,4,2,3710.26,Apartment,Dublin 1,Parking;Garden,37.07,2
138.1,3,1,4946.95,House,Dublin 8,None,35.82,0
35.5,2,1,1745.68,Studio,Dublin 3,None,49.17,0
63.7,1,2,3581.74,Studio,Dublin 6,Gym;Parking,56.23,2
144.0,2,2,3360.66,House,Dublin 4,Parking;Garden,23.34,2
136.8,1,1,4643.41,House,Dublin 3,Gym;Parking,33.94,2
84.7,2,1,1456.72,Apartment,Dublin 6,Gym;Parking,17.2,2
104.4,3,1,3957.55,Studio,Dublin 2,Gym;Parking,37.91,2
63.3,1,1,3186.73,House,Dublin 1,Parking;Garden,50.34,2
52.6,3,1,1953.6,Studio,Dublin 1,None,37.14,0
85.6,3,2,2792.63,Studio,Dublin 6,Gym;Pool,32.62,2
72.4,1,1,2201.86,Apartment,Dublin 3,None,30.41,0
100.0,1,2,3233.12,Apartment,Dublin 4,Parking;Garden,32.33,2
39.3,4,2,4533.8,Apartment,Dublin 2,None,115.36,0
146.9,4,1,3191.08,House,Dublin 6,None,21.72,0
148.3,4,1,3453.23,Studio,Dublin 2,Gym;Pool,23.29,2
113.8,3,2,2978.74,House,Dublin 1,None,26.18,0
94.3,3,1,1014.9,House,Dublin 8,None,10.76,0
67.1,4,2,1778.01,Apartment,Dublin 8,None,26.5,0
127.7,3,1,2866.41,Studio,Dublin 4,Gym;Parking,22.45,2
112.2,3,1,2102.99,Studio,Dublin 2,Parking;Garden,18.74,2
49.5,1,1,1563.41,Apartment,Dublin 6,Parking;Garden,31.58,2
139.3,1,2,2917.36,Studio,Dublin 4,Gym;Pool,20.94,2
128.7,3,1,2155.8,Apartment,Dublin 3,Gym;Parking,16.75,2
144.0,4,2,1884.05,House,Dublin 8,Gym;Parking,13.08,2
117.1,2,1,2748.74,House,Dublin 6,None,23.47,0
103.6,4,2,1359.79,Apartment,Dublin 2,Parking;Garden,13.13,2
80.2,2,1,4696.53,House,Dublin 4,Gym;Pool,58.56,2
141.9,4,2,4444.35,House,Dublin 6,Gym;Parking,31.32,2
133.9,1,2,3772.01,Apartment,Dublin 4,None,28.17,0
35.4,3,2,1246.1,House,Dublin 4,Gym;Pool,35.2,2
33.2,3,2,4058.68,Studio,Dublin 4,Gym;Parking,122.25,2
75.2,1,2,4193.42,House,Dublin 2,Gym;Pool,55.76,2
127.3,2,2,4024.61,Apartment,Dublin 6,Gym;Parking,31.62,2
148.5,2,1,1278.66,Studio,Dublin 1,Gym;Pool,8.61,2
48.1,2,2,3504.41,Studio,Dublin 1,Gym;Parking,72.86,2
101.3,1,2,4304.16,House,Dublin 2,Gym;Parking,42.49,2
75.7,2,2,3224.88,Studio,Dublin 2,Gym;Pool,42.6,2
146.4,1,1,3514.91,Apartment,Dublin 8,Gym;Parking,24.01,2
131.1,4,1,2725.13,Studio,Dublin 4,Gym;Parking,20.79,2
130.6,4,1,3020.57,House,Dublin 6,Gym;Parking,23.13,2
86.2,1,2,944.38,House,Dublin 6,Gym;Pool,10.96,2
79.8,3,1,3483.64,Studio,Dublin 3,Gym;Pool,43.65,2
62.8,4,1,1142.08,Apartment,Dublin 3,Gym;Parking,18.19,2
36.8,2,2,2627.06,Apartment,Dublin 1,Gym;Parking,71.39,2
133.8,1,2,2029.15,House,Dublin 3,Gym;Pool,15.17,2
127.5,2,1,3090.8,House,Dublin 3,None,24.24,0
150.0,2,2,1360.35,Apartment,Dublin 1,Gym;Parking,9.07,2
149.6,3,2,3704.9,Studio,Dublin 8,None,24.77,0
96.7,2,2,4139.05,Studio,Dublin 1,Gym;Pool,42.8,2
122.3,3,2,1486.09,Studio,Dublin 3,Gym;Parking,12.15,2
143.4,4,1,1238.11,Studio,Dublin 6,None,8.63,0
132.0,1,2,1411.17,Apartment,Dublin 3,Gym;Pool,10.69,2
59.7,2,1,4483.94,House,Dublin 4,None,75.11,0
84.1,1,1,3018.39,House,Dublin 4,Parking;Garden,35.89,2
45.5,2,1,2762.5,Studio,Dublin 4,Gym;Pool,60.71,2
144.5,1,1,1248.19,Apartment,Dublin 8,Parking;Garden,8.64,2
102.7,2,2,3528.14,Apartment,Dublin 2,Gym;Pool,34.35,2
57.4,2,2,4445.6,Studio,Dublin 4,Gym;Pool,77.45,2
110.6,2,2,4278.38,Studio,Dublin 6,Gym;Parking,38.68,2
104.2,2,1,3429.43,Studio,Dublin 8,Parking;Garden,32.91,2
73.0,2,1,1116.17,House,Dublin 2,Parking;Garden,15.29,2
43.6,2,1,1272.07,Studio,Dublin 2,Parking;Garden,29.18,2
110.6,2,2,1007.1,House,Dublin 4,Gym;Pool,9.11,2
92.4,2,1,1881.41,Apartment,Dublin 3,Parking;Garden,20.36,2
122.7,2,2,1369.78,Apartment,Dublin 1,Parking;Garden,11.16,2
92.4,1,2,1892.2,House,Dublin 3,Gym;Parking,20.48,2
132.3,3,2,2417.24,House,Dublin 3,None,18.27,0
96.2,2,2,4760.53,House,Dublin 2,None,49.49,0
97.3,3,1,3363.58,House,Dublin 2,Parking;Garden,34.57,2
135.2,2,2,4306.89,Studio,Dublin 8,Parking;Garden,31.86,2
78.4,2,1,3783.48,Apartment,Dublin 8,Parking;Garden,48.26,2
46.1,1,2,1272.51,Studio,Dublin 2,Parking;Garden,27.6,2
33.5,4,1,3890.87,House,Dublin 6,None,116.15,0
120.6,4,1,1955.42,Studio,Dublin 6,Gym;Parking,16.21,2
104.4,1,2,3484.25,Studio,Dublin 1,Gym;Pool,33.37,2
114.5,3,2,2232.04,Apartment,Dublin 2,Parking;Garden,19.49,2
55.6,4,2,4990.22,Studio,Dublin 4,Parking;Garden,89.75,2
46.4,1,1,1906.92,Apartment,Dublin 8,None,41.1,0
31.7,1,2,1972.35,House,Dublin 2,Parking;Garden,62.22,2
72.1,4,2,4708.82,Studio,Dublin 6,Gym;Parking,65.31,2
100.8,3,1,903.51,House,Dublin 2,Gym;Parking,8.96,2
77.1,1,2,3726.09,Apartment,Dublin 6,Parking;Garden,48.33,2
82.5,2,1,3846.37,House,Dublin 2,None,46.62,0
138.5,3,2,4312.79,House,Dublin 4,Parking;Garden,31.14,2
71.8,3,1,4892.65,Apartment,Dublin 1,Parking;Garden,68.14,2
91.7,4,1,4897.53,House,Dublin 4,None,53.41,0
124.0,4,2,1074.16,House,Dublin 6,Gym;Parking,8.66,2
77.6,2,1,4251.73,House,Dublin 8,Gym;Pool,54.79,2
104.7,1,2,3514.5,Studio,Dublin 8,Parking;Garden,33.57,2
133.5,4,2,3518.84,House,Dublin 3,Gym;Parking,26.36,2
143.9,4,1,1339.07,Apartment,Dublin 4,Parking;Garden,9.31,2
47.6,3,2,3530.79,Studio,Dublin 2,Gym;Pool,74.18,2
141.2,4,1,4926.43,Studio,Dublin 1,None,34.89,0
89.1,4,1,4629.64,Apartment,Dublin 2,Gym;Parking,51.96,2
61.0,4,1,2644.35,House,Dublin 2,Gym;Pool,43.35,2
85.1,4,1,967.78,Studio,Dublin 4,Parking;Garden,11.37,2
147.6,3,1,2321.63,Studio,Dublin 1,Gym;Pool,15.73,2
89.1,2,1,4270.84,Studio,Dublin 3,Gym;Parking,47.93,2
69.5,2,1,3746.3,House,Dublin 2,None,53.9,0
106.0,1,1,2729.24,Studio,Dublin 1,Parking;Garden,25.75,2
58.8,4,2,1031.43,Apartment,Dublin 3,None,17.54,0
39.1,3,2,2592.96,House,Dublin 2,None,66.32,0
45.5,1,1,2769.9,Apartment,Dublin 1,Gym;Pool,60.88,2
45.4,1,2,4699.93,Apartment,Dublin 4,Gym;Pool,103.52,2
48.2,2,2,3492.56,Studio,Dublin 8,Gym;Parking,72.46,2
46.7,3,2,2108.94,Studio,Dublin 8,Gym;Parking,45.16,2
106.9,3,2,3006.34,Studio,Dublin 2,None,28.12,0
51.8,3,2,1077.43,Apartment,Dublin 2,Gym;Parking,20.8,2
71.5,2,2,4884.79,House,Dublin 1,None,68.32,0
137.6,2,1,2312.25,Studio,Dublin 8,Parking;Garden,16.8,2
86.9,2,2,2807.04,Studio,Dublin 2,None,32.3,0
110.1,2,2,2292.19,Apartment,Dublin 3,Gym;Parking,20.82,2
50.7,2,2,3666.55,House,Dublin 2,Gym;Parking,72.32,2
53.1,4,2,3581.38,Apartment,Dublin 8,None,67.45,0
34.9,4,1,3804.35,Studio,Dublin 6,Gym;Pool,109.01,2
50.3,3,1,1926.2,Apartment,Dublin 8,None,38.29,0
63.4,1,1,2125.81,Studio,Dublin 3,None,33.53,0
51.2,3,1,1326.06,House,Dublin 1,Gym;Pool,25.9,2
40.6,1,2,3553.14,Apartment,Dublin 3,Parking;Garden,87.52,2
44.5,2,1,967.15,Studio,Dublin 6,Gym;Pool,21.73,2
85.3,1,1,3310.27,Studio,Dublin 6,Gym;Parking,38.81,2
54.8,3,1,4452.72,Studio,Dublin 2,Gym;Pool,81.25,2
73.7,3,1,4541.5,Studio,Dublin 2,Gym;Parking,61.62,2
90.4,1,2,2685.96,Apartment,Dublin 8,Gym;Parking,29.71,2
112.8,4,1,2729.08,Studio,Dublin 4,None,24.19,0
34.7,2,2,1123.27,Apartment,Dublin 3,None,32.37,0
125.9,2,1,3617.21,Studio,Dublin 8,Parking;Garden,28.73,2
105.3,3,2,4249.29,Apartment,Dublin 4,Gym;Parking,40.35,2
39.8,4,2,1827.55,Apartment,Dublin 8,None,45.92,0
134.8,1,1,2569.46,Studio,Dublin 6,Gym;Parking,19.06,2
140.5,2,1,4323.13,Studio,Dublin 2,Parking;Garden,30.77,2
37.3,4,1,4483.91,Studio,Dublin 2,Gym;Parking,120.21,2
63.2,2,1,1821.36,Studio,Dublin 8,Parking;Garden,28.82,2
126.7,4,2,3112.4,House,Dublin 2,Parking;Garden,24.57,2
119.8,4,2,1608.47,Studio,Dublin 1,Parking;Garden,13.43,2
52.1,3,1,1227.89,Studio,Dublin 8,None,23.57,0
55.1,2,1,4626.71,Studio,Dublin 6,Gym;Pool,83.97,2
74.5,1,2,4246.13,Apartment,Dublin 8,Gym;Pool,57.0,2
88.1,3,1,3992.15,Studio,Dublin 8,None,45.31,0
104.2,3,2,1004.82,Apartment,Dublin 2,Gym;Parking,9.64,2
74.3,1,1,4343.66,Apartment,Dublin 6,None,58.46,0
85.5,3,2,2639.79,Apartment,Dublin 8,Gym;Parking,30.87,2
119.7,4,2,2238.06,Apartment,Dublin 2,Parking;Garden,18.7,2
34.4,4,2,3095.2,House,Dublin 3,None,89.98,0
60.3,2,2,1183.68,Studio,Dublin 6,Gym;Pool,19.63,2
115.6,2,2,3977.92,Apartment,Dublin 4,Gym;Parking,34.41,2
137.4,1,1,3246.23,Studio,Dublin 1,None,23.63,0
91.4,2,2,1583.68,Apartment,Dublin 4,None,17.33,0
93.9,4,1,1590.58,House,Dublin 6,Gym;Parking,16.94,2
42.9,1,2,1573.84,Apartment,Dublin 8,Parking;Garden,36.69,2
83.7,1,2,1039.41,Studio,Dublin 2,Parking;Garden,12.42,2
93.9,2,1,3268.75,Studio,Dublin 6,Parking;Garden,34.81,2
59.1,4,1,4329.46,House,Dublin 1,Parking;Garden,73.26,2
62.3,1,1,873.49,Studio,Dublin 6,Gym;Parking,14.02,2
75.3,4,1,1005.82,Studio,Dublin 2,Gym;Pool,13.36,2
32.4,4,2,3205.64,Apartment,Dublin 4,None,98.94,0
68.6,4,1,4241.88,Studio,Dublin 3,None,61.83,0
55.4,2,2,2172.3,Apartment,Dublin 4,Parking;Garden,39.21,2
69.3,3,1,2268.38,House,Dublin 2,Gym;Parking,32.73,2
44.4,3,1,3304.66,Studio,Dublin 2,Gym;Pool,74.43,2
136.9,1,2,1951.69,Apartment,Dublin 1,Gym;Pool,14.26,2
101.2,4,2,911.76,Studio,Dublin 6,None,9.01,0
111.5,2,1,3887.96,Apartment,Dublin 6,Parking;Garden,34.87,2
124.7,4,2,3427.73,House,Dublin 4,None,27.49,0
89.8,4,2,3239.18,Apartment,Dublin 3,None,36.07,0
40.4,2,2,3915.07,Studio,Dublin 3,Gym;Pool,96.91,2
94.5,3,2,3635.97,Apartment,Dublin 1,Gym;Parking,38.48,2
100.4,4,2,1664.7,Studio,Dublin 2,Gym;Pool,16.58,2
119.5,4,2,2280.42,House,Dublin 1,None,19.08,0
81.8,3,2,1329.66,Apartment,Dublin 6,Parking;Garden,16.26,2
45.3,2,2,1345.4,Studio,Dublin 8,Parking;Garden,29.7,2
64.1,1,1,3640.02,Studio,Dublin 8,Gym;Parking,56.79,2
73.6,3,2,4406.12,Studio,Dublin 8,Gym;Parking,59.87,2
107.5,1,1,4843.48,Apartment,Dublin 2,Gym;Parking,45.06,2
98.5,1,2,3439.06,Apartment,Dublin 1,None,34.91,0
72.7,3,2,1573.23,Apartment,Dublin 4,None,21.64,0
148.4,4,2,1243.73,House,Dublin 6,Gym;Parking,8.38,2
102.7,1,2,4213.97,Studio,Dublin 8,Parking;Garden,41.03,2
58.5,1,1,3230.78,Studio,Dublin 3,Parking;Garden,55.23,2
42.2,2,1,3396.8,House,Dublin 1,Parking;Garden,80.49,2
48.3,4,2,4082.14,House,Dublin 6,None,84.52,0
59.5,1,1,3753.76,Apartment,Dublin 6,Gym;Pool,63.09,2
49.3,2,2,4304.72,Apartment,Dublin 3,Parking;Garden,87.32,2
52.4,4,2,1036.1,Apartment,Dublin 3,Parking;Garden,19.77,2
64.2,3,1,3939.59,Apartment,Dublin 3,Parking;Garden,61.36,2
50.8,3,1,4373.58,Apartment,Dublin 8,Gym;Parking,86.09,2
137.6,2,2,2001.77,Apartment,Dublin 8,None,14.55,0
39.6,3,2,3489.88,House,Dublin 1,Gym;Parking,88.13,2
92.9,1,1,2119.48,House,Dublin 3,Gym;Parking,22.81,2
79.2,4,2,4823.48,House,Dublin 4,Gym;Pool,60.9,2
147.9,1,1,940.38,Studio,Dublin 6,Gym;Parking,6.36,2
43.4,1,2,3235.13,Studio,Dublin 3,Gym;Pool,74.54,2
77.7,3,2,1499.31,Apartment,Dublin 6,Gym;Parking,19.3,2
146.3,1,1,3791.32,House,Dublin 2,Parking;Garden,25.91,2
133.9,3,1,1538.74,Studio,Dublin 2,None,11.49,0
128.0,4,1,1788.61,Studio,Dublin 3,Gym;Parking,13.97,2
60.9,4,2,2876.36,House,Dublin 6,Gym;Pool,47.23,2
50.5,1,2,4642.31,Studio,Dublin 2,None,91.93,0
110.2,2,2,1689.2,Studio,Dublin 3,Gym;Pool,15.33,2
141.5,3,2,1405.81,House,Dublin 6,Parking;Garden,9.94,2
96.8,3,1,3987.7,Studio,Dublin 3,Gym;Parking,41.2,2
98.6,1,2,2902.6,House,Dublin 8,None,29.44,0
63.6,3,2,4629.5,Studio,Dublin 6,Parking;Garden,72.79,2
122.3,3,2,1415.78,House,Dublin 2,Gym;Parking,11.58,2
52.4,2,1,3512.9,Studio,Dublin 3,Gym;Parking,67.04,2
68.8,2,2,1778.09,Studio,Dublin 2,Gym;Pool,25.84,2
81.1,1,2,1458.39,House,Dublin 3,Gym;Pool,17.98,2
90.9,2,1,3670.4,Studio,Dublin 1,Parking;Garden,40.38,2
59.1,1,2,3293.48,House,Dublin 2,Gym;Pool,55.73,2
43.8,4,2,3970.28,House,Dublin 2,Parking;Garden,90.65,2
103.3,1,1,2099.74,Studio,Dublin 4,Parking;Garden,20.33,2
64.6,4,2,2681.48,Apartment,Dublin 8,Parking;Garden,41.51,2
99.7,1,2,2502.98,Studio,Dublin 2,Gym;Pool,25.11,2
48.5,3,2,4933.18,Apartment,Dublin 6,None,101.72,0
87.7,2,1,2027.45,Apartment,Dublin 3,Parking;Garden,23.12,2
93.9,4,2,2038.23,Studio,Dublin 1,None,21.71,0
36.2,1,2,2289.1,Apartment,Dublin 6,Gym;Parking,63.23,2
70.4,2,1,3171.3,House,Dublin 6,Gym;Pool,45.05,2
46.1,1,1,1859.76,House,Dublin 6,Gym;Pool,40.34,2
37.6,2,2,4644.22,Apartment,Dublin 6,None,123.52,0
148.8,2,2,1915.88,House,Dublin 1,Gym;Parking,12.88,2
68.7,1,2,4562.43,Studio,Dublin 4,Gym;Parking,66.41,2
127.2,4,2,1234.6,House,Dublin 8,Parking;Garden,9.71,2
60.6,4,1,3557.56,Apartment,Dublin 2,Gym;Pool,58.71,2
111.8,3,2,4609.34,Studio,Dublin 6,Gym;Parking,41.23,2
121.2,2,1,1508.75,House,Dublin 2,Gym;Parking,12.45,2
101.5,3,1,4866.97,Studio,Dublin 2,Parking;Garden,47.95,2
86.6,3,2,2702.11,Apartment,Dublin 6,Parking;Garden,31.2,2
79.4,1,2,4772.0,House,Dublin 4,None,60.1,0
71.9,1,1,3642.64,Studio,Dublin 2,Gym;Pool,50.66,2
141.5,1,1,2066.66,Studio,Dublin 3,Gym;Parking,14.61,2
129.7,2,2,1590.87,House,Dublin 2,None,12.27,0
145.8,1,1,2075.69,Studio,Dublin 8,Gym;Pool,14.24,2
44.9,1,2,1190.67,Studio,Dublin 6,None,26.52,0
117.7,2,2,1404.25,Apartment,Dublin 1,Gym;Pool,11.93,2
142.6,2,1,1239.57,Apartment,Dublin 2,Gym;Pool,8.69,2
51.7,4,1,2576.36,Apartment,Dublin 4,Gym;Parking,49.83,2
38.0,1,2,4141.43,Apartment,Dublin 3,Gym;Pool,108.99,2
118.9,1,1,1393.81,Apartment,Dublin 3,Parking;Garden,11.72,2
98.9,1,2,1347.35,Apartment,Dublin 1,Gym;Parking,13.62,2
131.0,4,2,3502.4,House,Dublin 8,Parking;Garden,26.74,2
46.8,1,2,1628.17,Apartment,Dublin 1,None,34.79,0
125.4,4,1,1209.96,Studio,Dublin 8,None,9.65,0
54.2,3,2,1500.76,House,Dublin 2,Gym;Pool,27.69,2
49.6,4,2,4679.67,Studio,Dublin 6,Gym;Pool,94.35,2
49.7,3,2,4250.18,Apartment,Dublin 4,Parking;Garden,85.52,2
127.7,1,2,2287.07,Apartment,Dublin 3,Parking;Garden,17.91,2
109.8,3,2,3554.45,Studio,Dublin 1,Parking;Garden,32.37,2
92.8,4,2,3056.56,Studio,Dublin 4,None,32.94,0
73.1,2,2,3643.92,Studio,Dublin 8,Parking;Garden,49.85,2
135.3,3,2,3667.22,House,Dublin 6,Gym;Parking,27.1,2
77.1,3,2,3440.68,Apartment,Dublin 3,Gym;Parking,44.63,2
128.0,1,2,1917.63,Studio,Dublin 3,None,14.98,0
82.7,4,2,963.83,Apartment,Dublin 8,Parking;Garden,11.65,2
75.2,3,1,2713.38,Studio,Dublin 6,Parking;Garden,36.08,2
85.5,3,2,4542.09,Apartment,Dublin 3,Gym;Pool,53.12,2
66.2,3,2,3191.89,House,Dublin 6,Gym;Parking,48.22,2
119.7,3,2,4296.04,Apartment,Dublin 3,None,35.89,0
90.3,2,1,4964.82,Studio,Dublin 2,Parking;Garden,54.98,2
57.9,4,2,1487.19,Apartment,Dublin 8,Gym;Pool,25.69,2
137.9,1,1,3705.47,House,Dublin 6,None,26.87,0
76.1,1,2,3632.03,House,Dublin 4,None,47.73,0
95.2,2,2,4915.81,Apartment,Dublin 2,Gym;Parking,51.64,2
138.8,4,1,4939.52,Studio,Dublin 4,Parking;Garden,35.59,2
104.9,3,2,3684.05,House,Dublin 8,None,35.12,0
44.0,2,1,1823.18,House,Dublin 3,Gym;Pool,41.44,2
142.8,4,1,4153.93,Apartment,Dublin 4,Gym;Pool,29.09,2
105.3,3,2,1249.52,House,Dublin 2,None,11.87,0
70.2,2,2,4078.94,House,Dublin 6,Gym;Pool,58.1,2
46.7,4,2,4622.82,Studio,Dublin 1,None,98.99,0
125.3,1,2,2407.9,Studio,Dublin 4,Gym;Pool,19.22,2
104.4,1,1,3448.67,Studio,Dublin 1,None,33.03,0
94.0,4,1,2606.6,Apartment,Dublin 8,None,27.73,0
137.3,1,2,2638.61,House,Dublin 4,None,19.22,0
124.6,4,1,2103.56,Apartment,Dublin 4,Gym;Pool,16.88,2
48.2,3,1,4000.94,House,Dublin 6,None,83.01,0
67.4,4,2,4731.94,House,Dublin 3,Gym;Parking,70.21,2
59.8,3,1,4751.15,House,Dublin 2,None,79.45,0
119.3,2,1,1534.08,Studio,Dublin 2,Parking;Garden,12.86,2
34.0,4,2,4473.92,Apartment,Dublin 2,Parking;Garden,131.59,2
98.4,2,1,3897.21,Apartment,Dublin 8,Gym;Parking,39.61,2
121.5,1,2,1861.92,House,Dublin 3,None,15.32,0
135.2,3,1,1082.6,Apartment,Dublin 1,Parking;Garden,8.01,2
71.0,4,2,1925.59,Studio,Dublin 2,None,27.12,0
128.6,2,1,4631.27,Apartment,Dublin 1,Parking;Garden,36.01,2
